Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
25.05.17;20:55:17;1;0;0.1534;0.2000;0.1917;0.2103;0.1510;0.1858;0.1500;0.3603;0.4676;0.4662;0.4529;0.3838;0.4299;0.3892;0.574;0.572;0.589;0.536;0.607;0.568;0.615;
