Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
25.05.17;21:01:27;1;0;0.1456;0.1657;0.1520;0.1858;0.3554;0.4078;0.3696;0.4162;0.590;0.594;0.589;0.554;
