Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
25.05.17;19:48:03;1;0;0.2225;0.1647;0.1392;0.1848;0.1603;0.2157;0.1588;0.4877;0.4044;0.3544;0.4500;0.3848;0.4510;0.3926;0.544;0.593;0.607;0.589;0.583;0.522;0.596;
