Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
25.05.17;20:35:37;1;0;0.1397;0.1735;0.1505;0.1941;0.1676;0.2020;0.3613;0.4574;0.3946;0.4588;0.4078;0.4995;0.613;0.621;0.619;0.577;0.589;0.596;
