Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
25.05.17;20:45:50;1;0;0.1833;0.1431;0.1833;0.1931;0.1721;0.1735;0.4495;0.3382;0.4206;0.4127;0.4377;0.4049;0.592;0.577;0.564;0.532;0.607;0.571;
