Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
25.05.17;19:52:38;1;0;0.1407;0.1873;0.1873;0.1907;0.1868;0.1598;0.1926;0.1407;0.2250;0.1456;0.3485;0.4515;0.4167;0.4363;0.4206;0.3941;0.4382;0.3412;0.4951;0.3485;0.596;0.585;0.551;0.563;0.556;0.595;0.560;0.588;0.546;0.582;
