Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
25.05.17;20:22:57;1;0;0.1652;0.1765;0.1706;0.1838;0.1990;0.1515;0.1799;0.1446;0.4074;0.4480;0.4407;0.4691;0.4554;0.3784;0.4417;0.3804;0.594;0.606;0.613;0.608;0.563;0.600;0.593;0.620;
