Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;
25.05.17;20:03:06;1;0;0.1676;0.1564;0.1623;0.1799;0.1515;0.1676;0.1926;0.4093;0.3784;0.4034;0.4382;0.3833;0.3784;0.4216;0.590;0.587;0.598;0.589;0.605;0.557;0.543;
