Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
25.05.17;20:36:59;2;0;0.1637;0.1696;0.1598;0.0074;0.3926;0.4466;0.4010;0.0103;0.583;0.620;0.601;0.000;
