Date;Time;No.;PAR;F1;F2;F3;Fm'1;Fm'2;Fm'3;Y(II)1;Y(II)2;Y(II)3;
30.06.17;19:43:20;1;0;0.1549;0.1417;0.1725;0.2466;0.1828;0.2877;0.372;0.225;0.400;
