Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
30.06.17;19:30:34;1;0;0.1387;0.1946;0.1936;0.2064;0.1348;0.1961;0.1887;0.1784;0.1873;0.2495;0.2608;0.2475;0.1598;0.2725;0.2441;0.2172;0.259;0.220;0.258;0.166;0.156;0.281;0.227;0.178;
